author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Barbara Anna Kroher,Bedeutung der Telemedizin für die augenärztliche Betreuung von Frühgeborenen: Evaluation eines telemedizinischen Projektes in Ostbayern.,"University of Regensburg, Germany",2019,,https://d-nb.info/1208770314,,,,,,,,,,,,,,,,,
Christian X. Ries,Automatic Object Annotations from Weakly Labeled Images.,University of Augsburg,2014,,"http://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/index/index/docId/2824, https://nbn-resolving.org/urn:nbn:de:bvb:384-opus4-28249, https://d-nb.info/1077704399",,,,,,,,,,,,,,,,,
Johannes Kuo-Huie Chiang,Qualitätsplanungssystematik auf der Basis von Hypertext-Techniken: ein Beitrag zur rechnerunterstützten Teamarbeit in der ganzheitlichen Qualitätsplanung.,"RWTH Aachen University, Germany",1994,1-137,"https://d-nb.info/942148975, https://d-nb.info/942882547",Mainz,,,,,,,,,,,,,978-3-930085-90-3,,,
Wolfgang Minker,Speech understanding for spoken language systems: portability across domains and languages.,"Karlsruhe Institute of Technology, Germany",1998,1-211,https://d-nb.info/954203186,,,,,,,,,,,,,,,,,
Herbert Eichfeld,Mikroelektronische Realisierung eines Fuzzy Reglers.,"Bundeswehr University Munich, Germany",1994,1-93,https://d-nb.info/941973654,,,,,,,,,,,,,,,,,
Michael Lach,Untersuchungen zur Erkennung von Objekten mit Luft-Ultraschall-Echosignalen für die industrielle Automation.,"Ruhr University Bochum, Germany",1991,1-103,https://d-nb.info/921281501,,,,,,,,,,,,,,,,,
Wei Ye 0002,Laufzeitanalyse für Echtzeitprogramme basierend auf Programmpfad-Clustering und Architekturklassifikation.,"Braunschweig University of Technology, Germany",2000,1-148,https://d-nb.info/961378212,,,,,,,,,,,,,,,,,
Ingo Siegert,Emotional and user-specific cues for improved analysis of naturalistic interactions.,Otto von Guericke University Magdeburg,2015,,"https://nbn-resolving.org/urn:nbn:de:gbv:ma9:1-6004, https://d-nb.info/106958181X",,,,,,,,,,,,,,,,,
Sebastian Bittl,Efficient Secure Communication in VANETs under the Presence of new Requirements Emerging from Advanced Attacks.,"Humboldt University of Berlin, Germany",2017,,"http://edoc.hu-berlin.de/18452/19096, https://nbn-resolving.org/urn:nbn:de:kobv:11-110-18452/19096-0, https://d-nb.info/1189330423",,,,,,,,,,,,,,,,,
Gustavo Mello Machado,Topology and morphology of bounded vector fields.,University of Stuttgart,2015,,"http://elib.uni-stuttgart.de/opus/volltexte/2015/10076/, https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-100762, https://d-nb.info/1075493811",,,,,,,,,,,,,,,,,
Stephan Teuber,Graphbasierte automatisierte Angreiferidentifikation in Produktionssystemen der Industrie 4.0 im Rahmen eines ISMS.,"Technical University of Kaiserlautern, Germany",2019,,https://d-nb.info/1213403197,,,,,,,,,,,,,,,,,
Stefan Werner 0004,Synchrone Groupware für die Software-Engineering-Ausbildung: ein Beispiel für die Ableitung unterstützender Werkzeuge aus problemorientierter Sicht.,"University of Duisburg-Essen, Germany",2002,1-193,"http://www.ub.uni-duisburg.de/ETD-db/theses/available/duett-01312003-134520/unrestricted/index.html, https://nbn-resolving.org/urn:nbn:de:hbz:464-duett-01312003-1345209, https://d-nb.info/966538633, https://d-nb.info/967967473, https://d-nb.info/968471870",dissertation.de,,,,,,,,,,,,,978-3-89825-666-7,,,
Benjamin Heilbrunn,Gamification analytics: support for monitoring and adapting gamification designs.,"Dresden University of Technology, Germany",2019,1-191,"https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa2-344610, https://d-nb.info/1190761262, https://d-nb.info/1227315511",,,,,,,,,,,,,,,,,
Simona Rusnak Schmid,Zelluläre Automaten: diskrete Modelle zur Untersuchung struktureller morphogenetischer Fragestellungen.,"University of Zurich, Zürich, Switzerland",1999,1-172,https://d-nb.info/956445217,,,,,,,,,,,,,,,,,
Jens T. Miebach,Nutzung von EDIFACT im steuerberatenden Berufsstand unter besonderer Berücksichtigung der Buchungssatzgenerierung.,"University of Erlangen-Nuremberg, Germany",1995,,https://d-nb.info/946353131,,,,,,,,,,,,,,,,,
Hellfried Lohse,MODULA-2-Entwicklungssystem für Spezialrechner auf der Basis U 8000.,"Dresden University of Technology, Germany",1989,,https://d-nb.info/901023515,,,,,,,,,,,,,,,,,
Ullrich J. Mönich,Reconstruction and processing of bandlimited signals based on their discrete values.,Technical University Munich,2011,1-189,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20110902-1072006-1-1, https://d-nb.info/1016034962, https://d-nb.info/1020213078",,,,,,,,,,,,,,,,,
Marco Ament,Computational visualization of scalar fields.,University of Stuttgart,2015,,"http://elib.uni-stuttgart.de/opus/volltexte/2015/9824/, https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-98246, https://d-nb.info/1066645779",,,,,,,,,,,,,,,,,
Maximilian Kautetzky,Schnittstellengestaltung für ein digitales Ökosystem im Kontext einer geräte- und plattformübergreifenden Anwendung im Fahrzeug - User-Experience-Gestaltungsempfehlungen für touchbasierte Nutzerschnittstellen von im Fahrzeug verwendeten mobilen Anwendungen für ein Fond-Entertainment-System auf persönlichen Geräten.,"University of Regensburg, Germany",2021,,"https://epub.uni-regensburg.de/46428, https://nbn-resolving.org/urn:nbn:de:bvb:355-epub-464281, https://d-nb.info/123889707X",,,,,,,,,,,,,,,,,
Lars Ludwig,Extended artificial memory: toward an integral cognitive theory of memory and technology.,University of Kaiserslautern,2013,1-276,https://d-nb.info/1047738201,,,,,,,,,,,,,,,,,
Marek Schikora,Airborne multiple emitter tracking by fusing heterogeneous bearing data.,Ludwig Maximilians University Munich,2014,1-242,https://d-nb.info/1058034146,GCA-Verlag,,,,,,,,,,,,,978-3-89863-260-7,,,
Ursula Dankert,Planung des Designs flexibler Fertigungssysteme.,"University of Hamburg, Germany",1995,1-259,https://d-nb.info/943409209,Gabler,,,,,,,,,,,,,978-3-409-13519-1,,,
Barbara Tybusseck,"Vertragsgestaltung für Computersoftware: Zivilrechtliche - insbesondere AGB-rechtliche Aspekte - der Vertragsgestaltung für Überlassung, Pflege und Erstellung von Computersoftware unter besonderer Berücksichtigung des Vertragsgegenstandes, des Fehlerbegriffs und der Gewährleistung.","University of Konstanz, Germany",1986,1-142,https://d-nb.info/870249061,,,,,,,,,,,,,,,,,
Wolfgang Hoffmann 0003,Wissensbasiertes System für die Bewertung und Verbesserung der Netzsicherheit elektrischer Energieversorgungssysteme.,"Technical University of Dortmund, Germany",1990,,https://d-nb.info/910172080,,,,,,,,,,,,,,,,,
Amir Bannoura,Algorithms and applications for low power wireless sensor networks using wake-up receivers.,"University of Freiburg, Germany",2016,,"https://freidok.uni-freiburg.de/data/11633, https://nbn-resolving.org/urn:nbn:de:bsz:25-freidok-116331, https://d-nb.info/1125905301",,,,,,,,,,,,,,,,,
Gerhard Fleischmann,Entwurfsmethodologie und Realisierung eines Spezialprozessors.,"Dresden University of Technology, Germany",1990,,https://d-nb.info/910473900,,,,,,,,,,,,,,,,,
Michael Weber 0008,An application development method for Xputers.,"Kaiserslautern University of Technology, Germany",1990,1-230,https://d-nb.info/910550786,,,,,,,,,,,,,,,,,
Ran Ji,Sound programm transformation based on symbolic execution and deduction.,"Darmstadt University of Technology, Germany",2014,1-108,"http://tuprints.ulb.tu-darmstadt.de/4021/, https://nbn-resolving.org/urn:nbn:de:tuda-tuprints-40211, https://d-nb.info/1054939071, https://d-nb.info/1110792980",,,,,,,,,,,,,,,,,
Behrang Shafei,Multi-class image segmentation via convex and biconvex optimization.,University of Kaiserslautern,2013,1-155,"https://kluedo.ub.uni-kl.de/frontdoor/index/index/docId/3656, https://nbn-resolving.org/urn:nbn:de:hbz:386-kluedo-36564, https://d-nb.info/1044576189, https://d-nb.info/104594971X",,,,,,,,,,,,,,,,,
Sebastian Menge,Managing interlingual references: a type generic approach.,Dortmund University of Technology,2011,,"http://hdl.handle.net/2003/29110, https://nbn-resolving.org/urn:nbn:de:101:1-201112155543, https://d-nb.info/101809914X",,,,,,,,,,,,,,,,,
Gerald Petz,"Opinion Mining im Web 2.0: Ansätze, Methoden, Vorgehensmodell.","Johannes Kepler University Linz, Austria",2019,1-430,https://d-nb.info/1167873645,Springer Gabler,,,,,,,,,,,,,978-3-658-23800-1,,,
Cheng Ni,Ein Richdata-Konzept für virtuelle Realität dargestellt am Beispiel der Fahrzeugkonfiguration.,University of Stuttgart,2011,1-193,https://d-nb.info/1015087035,Jost-Jetter,,,,,,,,,,,,,978-3-939890-80-5,,,
Maximilian Vonthien,"Online-Komponenten digitaler Spiele: eine rechtliche Untersuchung ihres Supports, ihrer Wiederherstellung und ihrer Eliminierung.","Humboldt University of Berlin, Germany",2020,1-250,https://d-nb.info/1206656891,Springer,,,,,,,,,,,,,978-3-658-29992-7,,,
Frank Klawonn,Modellierung von Unsicherheit aus der Sicht der Logik.,"Braunschweig University of Technology, Germany",1992,1-122,https://d-nb.info/930258266,,,,,,,,,,,,,,,,,
Andreas Riefert,Test and diagnosis of embedded processor cores with formal methods.,"University of Freiburg, Germany",2016,1-166,https://d-nb.info/1122365985,Der Andere Verlag,,,,,,,,,,,,,978-3-86247-588-9,,,
Heinz Burger,Untersuchungen zur Klassifizierung von Gesteinsoberflächen auf Landsat-Aufnahmen mit Hilfe von Signatur- und Texturparametern.,"Free University of Berlin, Dahlem, Germany",1981,1-102,https://d-nb.info/820155322,Reimer,,,,,,,,,,,,,978-3-496-00221-5,,,
Uwe Klaus,Eine virtuelle Maschine für ein Computeralgebra-System.,"Leipzig University, Germany",1989,,https://d-nb.info/901183776,,,,,,,,,,,,,,,,,
Roman B. Sergienko,Text classification for spoken dialogue systems.,"University of Ulm, Germany",2016,,"https://nbn-resolving.org/urn:nbn:de:bsz:289-oparu-4058-6, https://d-nb.info/1105559831",,,,,,,,,,,,,,,,,
Paresh Nakhe,On bandit learning and pricing in markets.,"Goethe University Frankfurt, Frankfurt am Main, Germany",2018,,"http://publikationen.ub.uni-frankfurt.de/frontdoor/index/index/docId/47426, https://nbn-resolving.org/urn:nbn:de:hebis:30:3-474260, https://d-nb.info/1167856740",,,,,,,,,,,,,,,,,
Elmar Mair,Efficient and robust pose estimation based on inertial and visual sensing.,Technical University Munich,2012,1-252,"http://www.dr.hut-verlag.de/978-3-8439-0604-3.html, https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20120427-1092914-1-8, https://nbn-resolving.org/urn:nbn:de:101:1-201212109405, https://d-nb.info/1025337638, https://d-nb.info/1026742382, https://d-nb.info/1028783205",Verlag Dr. Hut,,,,,,,,,,,,,978-3-8439-0604-3,,,
Peter Maschotta,Ein universelles Hard- und Softwarekonzept für grauwertverarbeitende Bilderkennungssysteme zur automatischen visuellen Inspektion in der Elektroniktechnologie.,"Technische Hochschule Ilmenau, Germany",1988,,https://d-nb.info/900036079,,,,,,,,,,,,,,,,,
Stefan Oberle,Detektion und Estimation von akustischen Signalen mit Hidden-Markov-Modellen.,"ETH Zurich, Zürich, Switzerland",1999,1-148,https://d-nb.info/956326811,Hartung-Gorre,,,,,,,,,,,,,978-3-89649-436-8,,,
Carsten Otto,Java program analysis by symbolic execution.,"RWTH Aachen University, Germany",2015,,"http://publications.rwth-aachen.de/record/464568, https://nbn-resolving.org/urn:nbn:de:hbz:82-rwth-2015-013732, https://d-nb.info/1130402444",,,,,,,,,,,,,,,,,
Christoph Grimm 0001,"Hybride Datenflußgraphen und ihre Anwendung beim Entwurf analog, digitaler Systeme.","University of Frankfurt, Frankfurt am Main, Germany",2000,1-155,https://d-nb.info/959046488,VDI-Verlag,,,,,,,,,,,,,978-3-18-331620-5,,,
Peter Wägemann,Energy-Constrained Real-Time Systems and Their Worst-Case Analyses.,"University of Erlangen-Nuremberg, Germany",2020,,"https://opus4.kobv.de/opus4-fau/frontdoor/index/index/docId/14693, https://nbn-resolving.org/urn:nbn:de:bvb:29-opus4-146935, https://d-nb.info/1219736864",,,,,,,,,,,,,,,,,
Henrike Stephani,Automatic segmentation and clustering of spectral terahertz data.,University of Kaiserslautern,2012,1-135,"https://kluedo.ub.uni-kl.de/frontdoor/index/index/docId/3163, https://nbn-resolving.org/urn:nbn:de:hbz:386-kluedo-31630, https://d-nb.info/1026102987, https://d-nb.info/1027625681",,,,,,,,,,,,,,,,,
Sebastian Bauer 0005,Fehlerdiagnose bei Luftfahrttriebwerken.,Technical University Munich,1997,1-159,https://d-nb.info/95205731X,VDI-Verlag,,,,,,,,,,,,,3-18-325011-X,,,
Dominik Van Opdenbosch,Data Compression for Collaborative Visual SLAM.,"Technical University of Munich, Germany",2019,,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20190807-1483880-1-7, https://d-nb.info/1200098773",,,,,,,,,,,,,,,,,
Rüdiger von Nitzsch,Entscheidung bei Zielkonflikten: ein PC-gestütztes Verfahren.,"RWTH Aachen University, Germany",1992,1-232,https://d-nb.info/920377505,Gabler,,,,,,,,,,,,,978-3-409-13997-7,,,
Corina Höfler,Entwicklung eines Smoothed Particle Hydrodynamics (SPH) Codes zur numerischen Vorhersage des Primärzerfalls an Brennstoffeinspritzdüsen.,Karlsruhe Institute of Technology,2013,,"http://digbib.ubka.uni-karlsruhe.de/volltexte/1000048880, http://digbib.ubka.uni-karlsruhe.de/volltexte/1000035103, https://nbn-resolving.org/urn:nbn:de:swb:90-488803, https://nbn-resolving.org/urn:nbn:de:swb:90-351037, https://d-nb.info/1035451069, https://d-nb.info/107580941X",,,,,,,,,,,,,,,,,
Frank Golatowski,"Ein Beitrag zur Entwurfsunterstützung, Leistungsanalyse und Leistungsbewertung von Echtzeitsystemen und Echtzeitbetriebssystemen.","University of Rostock, Germany",1998,,https://d-nb.info/958136300,,,,,,,,,,,,,,,,,
Johannes Traub,Formal Verification of Concurrent Embedded Software.,"University of Kiel, Germany",2016,,"http://macau.uni-kiel.de/receive/dissertation_diss_00018618, https://nbn-resolving.org/urn:nbn:de:gbv:8-diss-186183, https://d-nb.info/1105472175",,,,,,,,,,,,,,,,,
Gabriele Buch,Fehlerrobuste Verfahren zur Quellen- und Kanalcodierung von Binär- und ASCII-Quellen.,"Technical University Munich, Germany",1999,1-162,https://d-nb.info/958022070,VDI-Verlag,,,,,,,,,,,,,978-3-18-360310-7,,,
Reto A. Wildhaber,Localized state space and polynomial filters with applications in electrocardiography,"ETH Zurich, Zürich, Switzerland",2019,1-129,https://d-nb.info/1194194052,Hartung-Gorre Verlag,,,,,,,,,,,,,978-3-86628-652-8,,,
Reiner Gosmann,Entwurf eines Blackboard-Rahmensystems für die Arbeitsplanung.,"Technical University of Dortmund, Germany",1993,1-154,https://d-nb.info/930714474,Hänsel-Hohenhausen,,,,,,,,,,,,,978-3-89349-457-6,,,
Hartwig Dötzel,Beitrag zum Entwurf selbstprüfender digitaler Systeme.,"Dresden University of Technology, Germany",1987,,https://d-nb.info/890565678,,,,,,,,,,,,,,,,,
Jan Späth,Entwurf und Bewertung von Verfahren zur Verkehrslenkung in WDM-Netzen.,"University of Stuttgart, Germany",2003,,"http://elib.uni-stuttgart.de/opus/volltexte/2003/1283/index.html, https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-12835, https://d-nb.info/967984866",,,,,,,,,,,,,,978-3-922403-92-0,,,
Moritz Erasmus Behm,Digitale Gesundheit: Patient Experience und Physician Experience im Rahmen der digitalen Transformation im deutschen Gesundheitswesen.,"University of Hamburg, Germany",2021,1-259,https://d-nb.info/1227086083,Cuvillier Verlag,,,,,,,,,,,,,978-3-7369-7366-4,,,
Norbert Gaus,Wechselspiel von Dialog und Datenstruktur für vergleichende regelungstechnische Simulationen.,"Ruhr University Bochum, Germany",1991,1-130,https://d-nb.info/911374906,VDI-Verlag,,,,,,,,,,,,,978-3-18-143708-7,,,
Ingeborg Maier-Ruppert,Die Altenhilfeeinrichtung als Betrieb: allgemeine Struktur und Ansätze einer Konzeption für den EDV-Einsatz zur Unterstützung der Betriebsführung.,"University of Giessen, Gießen, Germany",1986,1-386,https://d-nb.info/943600065,,,,,,,,,,,,,,978-3-926045-00-3,,,
Bui The Hong,Vergleichende Untersuchungen von Datenmodellen und Datenbanksystemen.,"Akademie der Wissenschaften der DDR, Berlin, Germany",1983,,https://d-nb.info/840577036,,,,,,,,,,,,,,,,,
Markus Engelberth,Social Malcode: benutzerabhängige Schadprogramme.,University of Mannheim,2013,1-223,"https://ub-madoc.bib.uni-mannheim.de/34511, https://nbn-resolving.org/urn:nbn:de:bsz:180-madoc-345119, https://d-nb.info/1042374058, https://d-nb.info/1043683844",,,,,,,,,,,,,,,,,
Yuliang Sun,Signal processing algorithms for gesture recognition using millimeter-wave radar technology.,"Ruhr University Bochum, Germany",2021,,"https://hss-opus.ub.ruhr-uni-bochum.de/opus4/frontdoor/index/index/docId/7943, https://nbn-resolving.org/urn:nbn:de:hbz:294-79434, https://d-nb.info/1231545542",,,,,,,,,,,,,,,,,
Sabine Göhner,ELEI: elektronische Endoprothesen-Identifikation.,"University of Münster, Germany",2003,,https://d-nb.info/967406765,,,,,,,,,,,,,,,,,
Jee-Joong Kim,Formale Lastbeschreibung und eine Methode zur Lastmodellierung für innovative Kommunikationssysteme.,"University of Hamburg, Germany",1993,1-191,https://d-nb.info/930390709,Shaker,,,,,,,,,,,,,978-3-86111-387-4,,,
Elena Levushkina,Computerlinguistische Methoden in Community-basierten Anwendungen.,Ludwig Maximilians University Munich,2014,1-195,https://d-nb.info/1057928216,Kovač,,,,,,,,,,,,,978-3-8300-8076-3,,,
Julian-Steffen Müller,Satisfiability and model checking in team based logics.,University of Hanover,2014,1-143,https://d-nb.info/1054741921,Cuvillier,,,,,,,,,,,,,978-3-95404-759-8,,,
Shafiq-Ur Rehman,Security requirements engineering: a framework for cyber-physical systems.,"University of Duisburg-Essen, Germany",2020,,"https://duepublico2.uni-due.de/receive/duepublico_mods_00071232, https://nbn-resolving.org/urn:nbn:de:hbz:464-20200129-102905-3, https://d-nb.info/120400420X",,,,,,,,,,,,,,,,,
Walter Mattauch,Multimediale Lernprogramme im Medizinstudium.,"University of Tübingen, Germany",1999,1-379,https://d-nb.info/957453213,Kovač,,,,,,,,,,,,,978-3-8300-0056-3,,,
Stephan Rössig,A transformational approach to the design of communicating systems.,"University of Oldenburg, Germany",1994,1-185,https://d-nb.info/943008247,,,,,,,,,,,,,,,,,
Cuong Tran Luu,Modelle in der optischen Computertomographie.,Dresden University of Technology,1997,1-37,https://d-nb.info/953893693,,,,,,,,,,,,,,,,,
Hien Dang,Adaptive Personalization in Driver Assistance Systems.,"Technical University of Darmstadt, Germany",2021,,"http://tuprints.ulb.tu-darmstadt.de/17507/, https://nbn-resolving.org/urn:nbn:de:tuda-tuprints-175074, https://d-nb.info/1228074151",,,,,,,,,,,,,,,,,
